"id","name","type","desc","atk","def","level","rank","linkval","race","attribute","archetype","cardmarket_price","tcgplayer_price","amazon_price","coolstuffinc_price","image_url","image_url_small"
"99177923","Infernity Archfiend","Effect Monster","When you draw this card, if you have no other cards in your hand: You can reveal this card; Special Summon this card from your hand. When this card is Special Summoned: You can add 1 """"Infernity"""" card from your Deck to your hand. You must have no cards in your hand to activate and to resolve this effect.","1800","1200","","","","Fiend","DARK","","","","","","",""
"99176254","Maiden of Blue Tears","Normal Trap","If your opponent Special Summons a monster(s) and you control a Link Monster (except during the Damage Step): Target 1 of them; destroy it, and if you do, inflict damage to your opponent equal to half its original ATK. If effect damage is inflicted while this card is in your GY (except during the Damage Step): You can banish this card, then target 1 Normal Spell in your GY or banishment; Set it, but it cannot be activated this turn. You can only use 1 """"Maiden of Blue Tears"""" effect per turn, and only once that turn.","None","None","","","","Normal","","","","","","","",""
"99173029","Spiritual Energy Settle Machine","Continuous Spell","As long as this card remains face-up on the field, all Spirit monsters remain face-up on the field and do not return to their owners' hands during the End Phase even if they are Normal Summoned or flipped face-up. Discard 1 card from your hand during each of your End Phases. If you do not, destroy this card. When this card is removed from the field, all face-up Spirit monsters return to the owners' hands.","None","None","","","","Continuous","","","","","","","",""
"99171160","Kozaky","Normal Monster","A workaholic fiend who devotes everything to his research into the languages of Dark World. His mind has collapsed because of working too hard.","400","400","","","","Fiend","DARK","","","","","","",""
"99162753","Sextet Summon","Normal Spell","Banish from your hand, GY, and/or face-up field, 6 monsters (1 each Ritual, Fusion, Synchro, Xyz, Pendulum, and Link), each with the same original Type, then Special Summon 1 monster from your Deck or Extra Deck, with the same original Type as those banished monsters. You can only activate 1 """"Sextet Summon"""" per turn.","None","None","","","","Normal","","","","","","","",""
"99162522","EXTINGUISH!","Normal Trap","(This card is always treated as a """"Rescue-ACE"""" card.) If you control a """"Rescue-ACE"""" monster: Target 1 Effect Monster your opponent controls; destroy it, then, if you currently control """"Rescue-ACE Hydrant"""", your opponent cannot activate the effects of that destroyed monster, or of monsters with its same original name, this turn.","None","None","","","","Normal","","","","","","","",""
"99161253","Primite Fusion","Normal Spell","Fusion Summon 1 Dragon Fusion Monster from your Extra Deck, by shuffling its materials from your field, GY, and/or banishment into the Deck, including a Normal Monster. You can banish this card from your GY; add 1 Level 5 or higher """"Primite"""" monster from your Deck or GY to your hand. You can only use each effect of """"Primite Fusion"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"99157310","Tindangle Delaunay","Normal Trap","When you take battle damage from an opponent's attacking monster, while you have 3 or more """"Tindangle"""" monsters with different names in your GY: You can destroy the attacking monster, and if you do, Special Summon 1 """"Tindangle Acute Cerberus"""" from your Extra Deck. If you control no monsters in the Extra Monster Zone: You can banish this card from your GY, then target 3 """"Tindangle"""" monsters with different names in your GY; Special Summon them in face-down Defense Position.","None","None","","","","Normal","","","","","","","",""
"99153051","Ragnaraika the Evil Seed","Effect Monster","You can Special Summon this card (from your hand) by sending 1 Insect, Plant, or Reptile monster from your hand to the GY. You can only Special Summon """"Ragnaraika the Evil Seed"""" once per turn this way. If this card is Normal or Special Summoned: You can add to your hand up to 2 different """"Ragnaraika"""" cards of yours that are banished and/or in your Deck, except """"Ragnaraika the Evil Seed"""", then banish 1 card from your hand, also you cannot Special Summon for the rest of this turn, except Insect, Plant, or Reptile monsters. You can only use this effect of """"Ragnaraika the Evil Seed"""" once per turn.","0","0","","","","Plant","EARTH","","","","","","",""
"99150062","Naturia Antjaw","Effect Monster","When your opponent Special Summons a monster(s), you can Special Summon 1 Level 3 or lower """"Naturia"""" monster from your Deck.","400","200","","","","Insect","EARTH","","","","","","",""
"99137266","Swordsoul Strife","Continuous Trap","If a card(s) is banished (except during the Damage Step): You can banish 1 Wyrm Synchro Monster or 1 """"Swordsoul"""" card from your hand, Deck, GY, or that is face-up on either field. If this card is banished: You can Special Summon 1 """"Swordsoul Token"""" (Wyrm/Tuner/WATER/Level 4/ATK 0/DEF 0). While that Token is in the Monster Zone, the player who Summoned it cannot Special Summon monsters from the Extra Deck, except Synchro Monsters. You can only use each effect of """"Swordsoul Strife"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
"99115354","Hyper Psychic Riser","Synchro Effect Monster","1 Tuner + 1+ non-Tuner monsters Monsters with less ATK than this card cannot attack, also neither player can activate the effects of face-up monsters on the field with more ATK than this card. If this card in your possession is destroyed by your opponent's card and sent to your GY: You can target 1 Tuner and 1 non-Tuner monster in your GY with the same Type and Attribute as each other; add them to your hand. You can only use this effect of """"Hyper Psychic Riser"""" once per turn.","2000","600","","","","Psychic","EARTH","","","","","","",""
"99111753","Security Dragon","Link Effect Monster","2 monsters Once while face-up on the field, if this card is co-linked: You can target 1 monster your opponent controls; return it to the hand. You can only use this effect of """"Security Dragon"""" once per turn.","1100","None","","","","Cyberse","LIGHT","","","","","","",""
"9910360","D.3.S. Frog","Fusion Effect Monster","""""Des Frog"""" + """"Des Frog"""" + """"Des Frog"""" A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. This card gains 500 ATK for each """"Treeborn Frog"""" in your Graveyard.","2500","2000","","","","Aqua","WATER","","","","","","",""
"99092624","Blooming of the Darkest Rose","Normal Trap","Special Summon """"Rose Tokens"""" (Plant/DARK/Level 2/ATK 800/DEF 800) in Defense Position to either field, up to the combined number of cards in the Field Zones and Field Spells in the GYs. If this card is in your GY: You can target 1 """"Black Rose Dragon"""", or 1 Plant monster, in your Monster Zone; banish it, and if you do, place this card on the bottom of the Deck. During the next Standby Phase, return that banished monster to the field. You can only use this effect of """"Blooming of the Darkest Rose"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"99075257","D - Time","Normal Trap","When a face-up """"Elemental HERO"""" monster you control leaves the field: Add 1 """"Destiny HERO"""" monster from your Deck to your hand whose Level is less than or equal to that """"Elemental HERO"""" monster's original Level.","None","None","","","","Normal","","","","","","","",""
"99070951","Esper Girl","Tuner Effect Monster","When this removed from play card is Special Summoned, remove from play the top card of your Deck, face-down. When this card is sent from the field to the Graveyard, add that removed card to your hand.","500","300","","","","Psychic","EARTH","","","","","","",""
"99064191","Xyz Wrath","Continuous Trap","Once per turn, when a Level 5 or higher monster's effect is activated (except during the Damage Step), and you control an Xyz Monster: You can discard 1 card; negate the effect, and if you do, destroy that monster.","None","None","","","","Continuous","","","","","","","",""
"99054885","The Agent of Destruction - Venus","Tuner Effect Monster","You can banish 1 """"The Agent of Creation - Venus"""" from your GY; Special Summon this card from your hand. You can pay LP in multiples of 500, then for every 500 LP paid, target 1 of your """"Mystical Shine Ball"""" that is banished or in your GY; Special Summon them, but place them on the bottom of the Deck when they leave the field. You can only use 1 """"The Agent of Destruction - Venus"""" effect per turn, and only once that turn.","0","1600","","","","Fairy","DARK","","","","","","",""
"99050989","Drillago","Effect Monster","If the only cards your opponent controls are face-up monsters with 1600 or more ATK, this card can attack your opponent directly.","1600","1100","","","","Machine","DARK","","","","","","",""
"99049589","Frightfur Repair","Normal Spell","Target 1 """"Frightfur"""" Fusion Monster in your GY; return it to the Extra Deck, then you can Special Summon 1 """"Fluffal"""" or """"Edge Imp"""" monster from your GY. You can banish this card from your GY; Special Summon 1 """"Fluffal"""" or """"Edge Imp"""" monster from your hand. You can only use 1 """"Frightfur Repair"""" effect per turn, and only once that turn.","None","None","","","","Normal","","","","","","","",""
"99030164","Happy Lover","Normal Monster","Enemies become overjoyed when struck by the Heart Ray emitted from the forehead of this tiny cherub.","800","500","","","","Fairy","LIGHT","","","","","","",""
"99013397","Gladiator Beast's Battle Halberd","Equip Spell","Equip only to a """"Gladiator Beast"""" monster. When it attacks, destroy 1 Spell or Trap Card at the end of the Damage Step. When the equipped monster is returned from your side of the field to the Deck and this card is sent to the Graveyard, return this card to your hand.","None","None","","","","Equip","","","","","","","",""
"99011763","Beat Cop from the Underworld","Link Effect Monster","2 monsters If this card is Link Summoned using 2 DARK monsters with different names as material, it gains this effect. ● You can Tribute 1 monster, then target 1 face-up card on the field; place 1 Patrol Counter on it. You can only use this effect of """"Beat Cop from the Underworld"""" once per turn. (If a card with a Patrol Counter would be destroyed by battle or card effect, remove 1 Patrol Counter from it instead.)","1000","None","","","","Fiend","DARK","","","","","","",""
"99004752","Mini-Guts","Normal Spell","Tribute 1 monster, then target 1 face-up monster your opponent controls; its ATK becomes 0 until the End Phase. This turn, when it is destroyed by battle and sent to their Graveyard: Inflict damage to your opponent equal to its original ATK in the Graveyard.","None","None","","","","Normal","","","","","","","",""
"99004583","Action Magic - Full Turn","Quick-Play Spell","This turn, double any battle damage that a player takes from battles involving 2 monsters. During your Main Phase, if this card is in your GY, except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.","None","None","","","","Quick-Play","","","","","","","",""
"99002135","Urgent Synthesis","Normal Spell","Return 1 """"Iron Core of Koa'ki Meiru"""" from your Graveyard to the Deck. Special Summon 1 Level 4 or lower """"Koa'ki Meiru"""" monster from your hand or your Graveyard.","None","None","","","","Normal","","","","","","","",""
"99000151","Necro Fleur","Effect Monster","If this card is destroyed by a card effect and sent to the Graveyard, you can Special Summon 1 """"Sorciere de Fleur"""" from your Deck.","0","0","","","","Plant","DARK","","","","","","",""
"99000107","Gendo the Ascetic Monk","Effect Monster","Face-up Attack Position monsters on the field cannot activate their effects. This Defense Position card cannot be targeted, or destroyed, by card effects.","300","1800","","","","Spellcaster","WATER","","","","","","",""
"98999181","Disciple of Nephthys","Effect Monster","During your Main Phase: You can destroy 1 card in your hand, and if you do, add 1 """"Nephthys"""" monster from your Deck to your hand, except """"Disciple of Nephthys"""". During your next Standby Phase after this card was destroyed by card effect and sent to the GY: You can add 1 """"Nephthys"""" Spell/Trap from your Deck to your hand. You can only use each effect of """"Disciple of Nephthys"""" once per turn.","0","2000","","","","Spellcaster","WIND","","","","","","",""
"98986900","Thelematech Clatis","Xyz Effect Monster","2 Level 8 monsters If this face-up card would be destroyed, you can detach 1 material from this card instead. Each time your opponent activates a card or effect, except Spell Cards and effects, place 1 Spell Counter on this card when that card/effect resolves (max. 9). You can remove 3 Spell Counters from this card; apply 1 of these effects. You can only use this effect of """"Thelematech Clatis"""" once per turn. ● Add 1 Spell or 1 Spellcaster Effect Monster from your Deck to your hand. ● Special Summon 1 Spellcaster monster from your hand or Deck.","3000","900","","","","Spellcaster","DARK","","","","","","",""
"9897998","Gusto Codor","Effect Monster","When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon 1 WIND Psychic-Type monster with 1500 or less DEF from your Deck.","1000","400","","","","Winged Beast","WIND","","","","","","",""
"98978921","Link Spider","Link Effect Monster","1 Normal Monster Once per turn: You can Special Summon 1 Level 4 or lower Normal Monster from your hand to your zone this card points to.","1000","None","","","","Cyberse","EARTH","","","","","","",""
"98956134","Destruction Jammer","Counter Trap","Discard 1 card. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect that destroys a monster(s) on the field, and destroy that card.","None","None","","","","Counter","","","","","","","",""
"98954375","Infernity Destroyer","Effect Monster","When this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict 1600 damage to your opponent. You must have no cards in your hand to activate and to resolve this effect.","2300","1000","","","","Fiend","DARK","","","","","","",""
"98954106","Jar of Avarice","Normal Trap","Target 5 cards in your GY, except """"Jar of Avarice""""; shuffle all 5 into the Deck, then draw 1 card. You can only activate 1 """"Jar of Avarice"""" per turn.","None","None","","","","Normal","","","","","","","",""
"98937206","Rokket Detonator","Effect Monster","If you control a DARK Dragon Link Monster, you can Special Summon this card (from your hand). You can only Special Summon """"Rokket Detonator"""" once per turn this way. You can target 1 DARK Dragon Monster Card in your Spell & Trap Zone; Special Summon it (but it cannot attack, also its effects are negated), also you cannot Special Summon from the Extra Deck for the rest of this turn, except DARK monsters. You can only use this effect of """"Rokket Detonator"""" once per turn.","1800","2500","","","","Dragon","DARK","","","","","","",""
"98935722","World Legacy's Secret","Continuous Trap","When this card is activated: You can target 1 Level 5 or higher monster in your GY; Special Summon it. When this card leaves the field, destroy that monster. Negate any opponent's monster effect that activates in the same column as a """"Mekk-Knight"""" monster you control.","None","None","","","","Continuous","","","","","","","",""
"98931003","Nanana","Normal Spell","Target 1 Level 7 or Rank 7 monster you control; it gains 700 ATK/DEF until the end of this turn.","None","None","","","","Normal","","","","","","","",""
"98927491","Ambulance Rescueroid","Fusion Effect Monster","""""Rescueroid"""" + """"Ambulanceroid"""" This monster cannot be Special Summoned except by Fusion Summon. Once per turn, when a monster on your side of the field is destroyed by battle and sent to the Graveyard, you can Special Summon that monster in Defense Position.","2300","1800","","","","Machine","FIRE","","","","","","",""
"98918572","Zoodiac Gathering","Continuous Trap","If a """"Zoodiac"""" Xyz Monster you control would detach its Xyz Material(s) to activate an effect, you can detach Xyz Material(s) from another Xyz Monster(s) you control instead. You can only use this effect of """"Zoodiac Gathering"""" once per turn. You can banish this card from your Graveyard, then target 2 """"Zoodiac"""" Xyz Monsters you control; attach 1 of those monsters to the other monster as Xyz Material.","None","None","","","","Continuous","","","","","","","",""
"98905","Cipher Spectrum","Normal Trap","If a """"Cipher"""" Xyz Monster(s) you control that has Xyz Material is destroyed by battle or an opponent's card effect and sent to your Graveyard: Target 1 of those monsters; Special Summon it, and if you do, Special Summon 1 Xyz Monster from your Extra Deck with the same name as that Xyz monster.","None","None","","","","Normal","","","","","","","",""
"98904974","Magikey Unlocking","Counter Trap","When your opponent activates a Spell/Trap Card while you control a """"Magikey"""" Ritual Monster or a """"Magikey"""" monster Special Summoned from the Extra Deck: Negate the activation, and if you do, destroy that card, then you can declare 1 Attribute, and if you do that, for the rest of this turn all face-up monsters your opponent controls become that Attribute. You can only activate 1 """"Magikey Unlocking"""" per turn.","None","None","","","","Counter","","","","","","","",""
"98898173","The Melting Red Shadow","Normal Monster","''This monster melts away to materialize under its enemies, taking them by surprise.''","500","700","","","","Aqua","WATER","","","","","","",""
"98898163","Grandtusk Dragon","Effect Monster","If this card is Normal or Special Summoned: You can target up to 2 other cards on the field; destroy them, and if you do, this card gains 600 ATK for each card destroyed. You can only use this effect of """"Grandtusk Dragon"""" once per turn.","1400","2400","","","","Dragon","EARTH","","","","","","",""
"98891840","Gladiator Beast's Respite","Normal Spell","Shuffle 2 """"Gladiator Beast"""" cards from your hand into the Deck, then draw 3 cards.","None","None","","","","Normal","","","","","","","",""
"98888032","Spore the Fairy Seed","Tuner Effect Monster","If this card is Special Summoned: You can count the number of monsters you control, and have this card gain up to that many Levels. If you control """"Ancient Fairy Dragon"""", or a LIGHT monster (Beast, Plant, or Fairy), and this card is in your GY: You can Special Summon this card, also you cannot Special Summon from the Extra Deck for the rest of this turn, except Synchro Monsters. You can only use this effect of """"Spore the Fairy Seed"""" once per turn.","400","800","","","","Plant","LIGHT","","","","","","",""
"98884569","Blue Rose Dragon","Effect Monster","When this card on the field is destroyed and sent to the GY: You can target 1 """"Black Rose Dragon"""" or 1 Plant monster in your GY; Special Summon that monster.","1600","1200","","","","Dragon","DARK","","","","","","",""
"9888196","Ally of Justice Decisive Armor","Synchro Effect Monster","1 Tuner + 2 or more non-Tuner monsters Once per turn, if your opponent controls a face-up LIGHT monster(s), you can activate 1 of these effects: ● Select 1 Set card your opponent controls, and destroy it. ● Send 1 card from your hand to the Graveyard to destroy all Spell/Trap Cards your opponent controls. ● Send all cards in your hand to the Graveyard to look at your opponent's hand and send all LIGHT monsters in their hand to the Graveyard. Then, inflict damage to your opponent equal to the total ATK of the opponent's monsters sent to the Graveyard.","3300","3300","","","","Machine","DARK","","","","","","",""
"98881931","Photon Advancer","Effect Monster","If a """"Photon"""" monster is on the field, you can Special Summon this card (from your hand). You can only Special Summon """"Photon Advancer"""" once per turn this way. Gains 1000 ATK if another """"Photon"""" monster is on the field.","1000","1000","","","","Warrior","LIGHT","","","","","","",""
"98881700","Crystal Shark","Effect Monster","If this card is used for the Xyz Summon of a """"Number"""" monster, it can be treated as a Level 3 or 4 monster. If this card is in your hand or GY: You can target 1 WATER monster on the field; Special Summon this card (but banish this card when it leaves the field), and if you do, halve that monster's ATK, also, you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Xyz Monsters. You can only use this effect of """"Crystal Shark"""" once per turn.","1100","800","","","","Fish","WATER","","","","","","",""
"98875863","G Golem Rock Hammer","Effect Monster","If this card is in your hand: You can discard 1 other Cyberse monster; reduce this card's Level by 2 until the end of this turn (even after it is Summoned/Set). You can Tribute this card; Special Summon 3 """"G Golem Tokens"""" (Cyberse/EARTH/Level 1/ATK 0/DEF 0) in Defense Position, also you cannot Special Summon monsters for the rest of this turn, except Cyberse monsters. You can only use each effect of """"G Golem Rock Hammer"""" once per turn.","1800","2400","","","","Cyberse","EARTH","","","","","","",""
"98867329","Cursed Armaments","Equip Spell","The equipped monster loses 600 ATK for each monster you control. When this card is sent from the field to the Graveyard: You can target 1 face-up monster your opponent controls; equip it with this card.","None","None","","","","Equip","","","","","","","",""
"98865920","Achacha Archer","Effect Monster","When this card is Normal or Flip Summoned: Inflict 500 damage to your opponent.","1200","600","","","","Warrior","FIRE","","","","","","",""
"98864751","Air Cracking Storm","Equip Spell","Equip only to a Machine monster. When that attacking monster destroys your opponent's monster by battle: You can activate this effect; it can make a second attack during this Battle Phase. Your other monsters cannot attack the turn you activate this effect.","None","None","","","","Equip","","","","","","","",""
"98850929","Sacred Serpent's Wake","Quick-Play Spell","You can only activate 1 """"Sacred Serpent's Wake"""" per turn. If you control 2 or more different kinds of monsters (Ritual, Fusion, Synchro or Xyz): Activate 1 or more effects, depending on the number of different kinds you control, and resolve in sequence; ● 2 or more: Target 1 monster in your Graveyard or 1 of your banished monsters; add that target to your hand. ● 3 or more: Target 1 Trap Card in your Graveyard; add that target to your hand. ● 4: Target 1 Spell Card in your Graveyard, except """"Sacred Serpent's Wake""""; add that target to your hand.","None","None","","","","Quick-Play","","","","","","","",""
"98847704","Release Restraint Wave","Normal Spell","Target 1 face-up Equip Spell Card you control; destroy the Equip Spell Card and all face-down Spell and Trap Cards your opponent controls.","None","None","","","","Normal","","","","","","","",""
"98829635","Forbidden Crown","Quick-Play Spell","Neither player can activate monster effects in response to this card's activation. Apply these effects to 1 face-up monster on the field, until the end of this turn. ● Its effects are negated. ● It cannot attack. ● It cannot be destroyed by battle or card effects. ● It is unaffected by other cards' activated effects, except its own. ● It cannot be Tributed. ● It cannot be used as material for a Fusion, Synchro, Xyz, or Link Summon. You can only activate 1 """"Forbidden Crown"""" per turn.","None","None","","","","Quick-Play","","","","","","","",""
"98828338","Extinguishing the Ashened","Normal Spell","Send 1 DARK Pyro monster from your Deck to the GY, then you can add 1 Level 5 or higher Pyro monster from your GY to your hand. For the rest of this turn after this card resolves, you cannot Special Summon from the Extra Deck, except Pyro monsters. You can banish this card from your GY; Fusion Summon 1 Pyro Fusion Monster from your Extra Deck, using monsters from your hand or field as material. You can only use each effect of """"Extinguishing the Ashened"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"98827725","The Phantom Knights of Shade Brigandine","Normal Trap","Special Summon this card in Defense Position as a Normal Monster (Warrior/DARK/Level 4/ATK 0/DEF 300). (This card is NOT treated as a Trap.) If you have no Traps in your GY, you can activate this card the turn it was Set. You can only activate 1 """"The Phantom Knights of Shade Brigandine"""" per turn.","None","None","","","","Normal","DARK","","","","","","",""
"98818516","Frenzied Panda","Normal Monster","A savage beast that carries a big bamboo stick for beating down its enemies.","1200","1000","","","","Beast","EARTH","","","","","","",""
"98806751","Obsessive Uvualoop","Tuner Effect Monster","If this card is in your hand: You can target 1 Synchro Monster you control or in your GY; banish it, and if you do, Special Summon this card. If this card is in your GY: You can target 1 Synchro Monster you control or in your GY; banish it, and if you do, add this card to your hand. You can only use each effect of """"Obsessive Uvualoop"""" once per turn.","1200","1800","","","","Fiend","EARTH","","","","","","",""
"98804359","Fury of Kairyu-Shin","Normal Spell","Add 1 """"Torrential Tribute"""" from your Deck to your hand. If a WATER monster(s) you control would be destroyed by card effect, you can banish this card from your GY instead. You can only use each effect of """"Fury of Kairyu-Shin"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"98795934","Mabarrel","Normal Monster","''This cannon-like creature fires eyeballs so fast they can't be seen.''","1700","1400","","","","Fiend","DARK","","","","","","",""
"98792570","Gift of the Martyr","Normal Spell","Send 1 monster on your side of the field to the Graveyard. Select 1 monster on your side of the field. The selected monster gains ATK equal to the ATK of the sent monster until the end of this turn.","None","None","","","","Normal","","","","","","","",""
"98787535","Aleirtt, the Ogdoadic Dark","Effect Monster","If this card is in your GY: You can Tribute 1 monster; Special Summon this card, then your opponent can add 1 monster from their GY to their hand. If this card is Special Summoned: You can target 2 of your banished monsters, including a Reptile monster; return them to the GY. You can only use each effect of """"Aleirtt, the Ogdoadic Dark"""" once per turn.","2000","800","","","","Reptile","DARK","","","","","","",""
"98780137","Malicevorous Knife","Effect Monster","When this card is Normal Summoned: You can target 1 """"Malicevorous"""" monster in your Graveyard except """"Malicevorous Knife""""; Special Summon that target.","600","100","","","","Fiend","DARK","","","","","","",""
"98777036","Tragoedia","Effect Monster","When you take battle damage: You can Special Summon this card from your hand. Gains 600 ATK/DEF for each card in your hand. Once per turn: You can send 1 monster from your hand to the GY, then target 1 face-up monster your opponent controls with the same Level the sent monster had in the hand; take control of that face-up monster. Once per turn: You can target 1 monster in your GY; this card's Level becomes the same as that target's, until the end of this turn.","-1","-1","","","","Fiend","DARK","","","","","","",""
"98753320","Altergeist Failover","Continuous Trap","If another card(s) you control is destroyed by an opponent's card effect (except during the Damage Step): You can Special Summon 1 """"Altergeist"""" monster from your hand. You can banish this card from your GY, then target 1 """"Altergeist"""" monster in your GY; add it to your hand. You can only use each effect of """"Altergeist Failover"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
"98745000","Mystical Knight of Jackal","Effect Monster","When this card destroys 1 monster on your opponent's side of the field and sends it to your opponent's Graveyard as a result of battle, you can then return the card to the top of your opponent's Deck.","2700","1200","","","","Beast-Warrior","LIGHT","","","","","","",""
"987311","D/D/D Gust King Alexander","Synchro Effect Monster","1 """"D/D"""" Tuner + 1 or more non-Tuner monsters If another """"D/D"""" monster(s) is Normal or Special Summoned to your field, while you control this face-up card (except during the Damage Step): You can target 1 Level 4 or lower """"D/D"""" monster in your Graveyard; Special Summon it. You can only use this effect of """"D/D/D Gust King Alexander"""" once per turn.","2500","2000","","","","Fiend","WIND","","","","","","",""
"98719226","Alien Warrior","Effect Monster","When this card is destroyed by battle and sent to the Graveyard, place 2 A-Counters on the monster that destroyed it. (If a monster with an A-Counter battles an """"Alien"""" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.)","1800","1000","","","","Reptile","EARTH","","","","","","",""
"98715423","Gravekeeper's Trap","Continuous Trap","While """"Exchange of the Spirit"""" is in your GY, your opponent cannot activate the effects of cards in the GY, or Special Summon monsters from the GY. You can only use each of the following effects of """"Gravekeeper's Trap"""" once per turn. During the Main Phase: You can discard 1 card; add 1 """"Gravekeeper's"""" or EARTH Fairy monster from your Deck to your hand. During your opponent's Draw Phase, before their normal draw, if this card is already face-up on the field: Declare 1 card name; look at the card(s) drawn for their normal draw, and if it was the declared card, send it to the GY.","None","None","","","","Continuous","","","","","","","",""
"98707192","Ghostrick Mary","Effect Monster","Cannot be Normal Summoned, unless you control a """"Ghostrick"""" monster. Once per turn: You can change this card to face-down Defense Position. When you take damage: You can discard this card; Special Summon 1 """"Ghostrick"""" monster from your Deck in face-down Defense Position. You can only use this effect of """"Ghostrick Mary"""" once per turn.","100","1600","","","","Fiend","DARK","","","","","","",""
"98700941","Trickstar Lilybell","Effect Monster","If this card is added to your hand, except by drawing it: You can Special Summon it from your hand. You can only use this effect of """"Trickstar Lilybell"""" once per turn. This card can attack directly. When this card inflicts battle damage to your opponent: You can target 1 """"Trickstar"""" monster in your GY; add it to your hand.","800","2000","","","","Fairy","LIGHT","","","","","","",""
"98696958","Dark Corridor","Normal Spell","Add 1 """"Dark World"""" monster from your Deck to your hand, then discard 1 card. You can only activate 1 """"Dark Corridor"""" per turn.","None","None","","","","Normal","","","","","","","",""
"98684051","White Sardine","Effect Monster","You can send 1 """"White Sardine"""" from your Deck to the GY; Special Summon this card from your hand, also you cannot Special Summon from the Extra Deck for the rest of this turn, except WATER monsters. You can only use this effect of """"White Sardine"""" once per turn. If this card is Special Summoned from the GY: You can treat it as a Tuner this turn.","800","0","","","","Fish","WATER","","","","","","",""
"98672567","Pot of Dichotomy","Normal Spell","At the start of your Main Phase 1: Target 3 monsters with different Types in your Graveyard; Shuffle all 3 into the Deck, then draw 2 cards. You cannot conduct your Battle Phase the turn you activate this card.","None","None","","","","Normal","","","","","","","",""
"98666339","Dimensional Inversion","Normal Trap","Activate only when a monster(s) you own is removed from play by an opponent's effect. Special Summon 1 of those monsters.","None","None","","","","Normal","","","","","","","",""
"98649372","Skull Kraken","Effect Monster","When this card is Normal Summoned: You can target 1 face-up Spell Card your opponent controls; destroy that target. Once per turn: You can change the battle position of this card.","600","1600","","","","Aqua","DARK","","","","","","",""
"98645731","Pot of Duality","Normal Spell","Excavate the top 3 cards of your Deck, add 1 of them to your hand, also, after that, shuffle the rest back into your Deck. You can only activate 1 """"Pot of Duality"""" per turn. You cannot Special Summon during the turn you activate this card.","None","None","","","","Normal","","","","","","","",""
"98643358","Diamond Dust","Normal Trap","Destroy as many WATER monsters on the field as possible, then inflict 500 damage to your opponent for each WATER monster destroyed and sent to the Graveyard by this effect.","None","None","","","","Normal","","","","","","","",""
"98642179","Ferocious Flame Swordsman","Link Effect Monster","2 monsters with different names All Warrior monsters on the field gain 500 ATK. If this Link Summoned card is destroyed by battle, or by an opponent's card effect while in its owner's Monster Zone: You can target 1 non-Link Warrior monster in your GY; Special Summon it, but banish it when it leaves the field. You can only use this effect of """"Ferocious Flame Swordsman"""" once per turn.","1300","None","","","","Warrior","FIRE","","","","","","",""
"98637386","Goyo Predator","Synchro Effect Monster","1 Tuner + 1 or more non-Tuner monsters When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon that monster to your side of the field, but any battle damage it inflicts to a player is halved. You can only use this effect of """"Goyo Predator"""" once per turn.","2400","1200","","","","Warrior","EARTH","","","","","","",""
"98630720","Borrelend Dragon","Link Effect Monster","3+ Effect Monsters Cannot be destroyed by battle or card effects, also neither player can target this card with monster effects. This card can attack all monsters your opponent controls, once each. (Quick Effect): You can target 1 Effect Monster on the field and 1 """"Rokket"""" monster in your GY; negate the effects of that monster on the field, and if you do, Special Summon that monster from your GY. Your opponent cannot activate cards or effects in response to this effect's activation. You can only use this effect of """"Borrelend Dragon"""" once per turn.","3500","None","","","","Dragon","DARK","","","","","","",""
"9861795","Mogmole","Effect Monster","When this card on the field is destroyed and sent to the Graveyard: You can Special Summon it from your Graveyard in face-up Defense Position. You can only use the effect of """"Mogmole"""" once per Duel.","800","800","","","","Beast","EARTH","","","","","","",""
"98596597","Fireball Token","Token","Special Summoned with the effect of """"Goka, the Pyre of Malice"""".","100","100","","","","Pyro","FIRE","","","","","","",""
"98596596","Graveyard of Wandering Souls","Continuous Trap","If this card is already face-up on the field: ● If a monster you control is destroyed by battle and sent to the GY: Special Summon 1 """"Fireball Token"""" (Pyro/FIRE/Level 1/ATK 100/DEF 100). ● If a monster(s) in your hand and/or field is sent to the GY by an opponent's card effect: Special Summon as many """"Fireball Tokens"""" as possible, up to the number of sent monsters. You can only use this effect of """"Graveyard of Wandering Souls"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
